Player_ID,Reaction_Time,Accuracy,Headshot_Ratio,Fire_Rate,Movement_Speed,Aim_Smoothness,KDR,Label,activity_intensity,gameplay_pattern
N957,0.7162,0.35774,0.2325,0.1615,0.36352,0.65791,0.15174,0,0.15053,0.23876
N886,0.86003,0.58128,0.215,0.10531,0.1654,0.32061,0.2084,0,0.07403,0.35256
N221,0.4784,0.40176,0.12324,0.16893,0.51627,0.48065,0.1195,0,0.16867,0.20429
N789,0.38397,0.42113,0.13985,0.11249,0.53888,0.30849,0.16058,0,0.11364,0.22531
N712,0.61242,0.27465,0.22684,0.14224,0.6528,0.5208,0.10821,0,0.15542,0.18906
N714,0.64234,0.47705,0.20908,0.16177,0.49435,0.59022,0.10027,0,0.16134,0.2882
C113,0.08205,0.98716,0.82542,0.8814,0.87585,0.90594,0.79047,1,0.89553,0.91496
C191,0.11005,0.90484,0.91218,0.65899,0.78869,0.96009,0.9684,1,0.67345,0.92435
N790,0.78145,0.38421,0.11744,0.08446,0.56914,0.52274,0.15035,0,0.09218,0.19338
N416,0.54551,0.43639,0.14632,0.18774,0.3096,0.2277,0.17759,0,0.16515,0.23768
N899,0.64014,0.38985,0.25932,0.13935,0.52394,0.61574,0.13871,0,0.14262,0.26924
N935,0.64321,0.46228,0.09093,0.12141,0.33121,0.84168,0.14332,0,0.11147,0.22125
N266,0.83471,0.55587,0.18052,0.13188,0.39273,0.41933,0.12802,0,0.1211,0.31713
N632,0.53274,0.29037,0.22092,0.12577,0.20974,0.5284,0.13228,0,0.10063,0.19562
N248,0.63641,0.25137,0.14665,0.16459,0.36126,0.56673,0.14687,0,0.15205,0.13696
N683,0.64096,0.36567,0.15293,0.10347,0.63876,0.53224,0.14397,0,0.11684,0.20147
N559,0.63542,0.41276,0.23719,0.13136,0.69078,0.46681,0.11605,0,0.14748,0.26899
C137,0.06396,0.98257,0.9418,0.77996,0.68301,0.93322,0.93297,1,0.78081,0.97969
N968,0.54263,0.41411,0.34869,0.19426,0.33013,0.28055,0.10092,0,0.174,0.32666
C005,0.10569,0.93845,0.83699,0.79505,0.84408,0.95861,0.93121,1,0.80993,0.90168
N985,0.41587,0.74233,0.09925,0.23192,0.51793,0.49084,0.16502,0,0.2299,0.37706
N295,0.53732,0.42684,0.17405,0.15416,0.31078,0.40276,0.12712,0,0.13522,0.24443
N520,0.45514,0.63476,0.25798,0.07645,0.61984,0.73103,0.17829,0,0.09182,0.40205
N771,0.92723,0.35757,0.22272,0.08597,0.44621,0.31289,0.08533,0,0.0799,0.23035
N084,0.68629,0.28773,0.14485,0.18045,0.46653,0.62865,0.19443,0,0.17751,0.1579
N232,0.6865,0.48766,0.2039,0.1256,0.59666,0.53639,0.11047,0,0.1346,0.29173
N621,0.65972,0.30654,0.17195,0.17975,0.59966,0.67644,0.22586,0,0.18921,0.18356
N334,0.52009,0.49177,0.29861,0.08762,0.39009,0.4239,0.11931,0,0.07812,0.34336
N130,0.36486,0.47554,0.13679,0.21563,0.52157,0.18589,0.13671,0,0.21019,0.25178
C012,0.03863,0.99504,0.89668,0.65188,0.75144,0.94657,0.70812,1,0.6631,0.95201
N645,0.64729,0.22221,0.0,0.11258,0.49661,0.21251,0.16831,0,0.10867,0.04648
N974,0.59388,0.50107,0.23937,0.13006,0.43992,0.562,0.2081,0,0.12549,0.32207
N383,0.65423,0.45482,0.35978,0.08245,0.52423,0.55853,0.12485,0,0.0868,0.35544
N868,0.71663,0.31194,0.26069,0.12301,0.51821,0.69755,0.13181,0,0.12745,0.22776
N543,0.58884,0.26714,0.20148,0.1202,0.50617,0.19096,0.20681,0,0.11659,0.17675
C194,0.07049,0.98463,0.73764,0.6737,0.72522,0.85608,0.68063,1,0.68064,0.86279
N875,0.68585,0.59485,0.09559,0.11849,0.37045,0.77418,0.13189,0,0.11116,0.29432
N332,0.6912,0.17214,0.21497,0.19994,0.49556,0.63817,0.1111,0,0.19905,0.12799
N410,0.68238,0.46893,0.36762,0.11909,0.24981,0.61314,0.21319,0,0.09887,0.3714
N077,0.9552,0.58225,0.19454,0.01313,0.37999,0.43851,0.16764,0,0.00536,0.3405
N869,0.6218,0.35404,0.08854,0.25415,0.49586,0.49502,0.18112,0,0.24952,0.16373
N139,0.7894,0.26375,0.25819,0.09528,0.43957,0.19086,0.26133,0,0.08662,0.20693
N544,0.50907,0.3805,0.20551,0.18342,0.54451,0.5676,0.10674,0,0.18639,0.23481
N674,0.60262,0.49798,0.20124,0.16346,0.31666,0.58179,0.1824,0,0.14724,0.29942
N921,0.59705,0.45481,0.11178,0.11021,0.4262,0.62647,0.08394,0,0.10598,0.22512
N064,0.74168,0.35783,0.20354,0.1627,0.5914,0.80815,0.19956,0,0.17384,0.22617
N142,0.71427,0.50281,0.213,0.15343,0.10885,0.35501,0.12304,0,0.11609,0.30519
N717,0.6167,0.56128,0.27339,0.18974,0.36407,0.32679,0.2699,0,0.17326,0.37505
N377,0.55268,0.46709,0.13592,0.16147,0.4278,0.71772,0.17445,0,0.15699,0.24864
N364,0.65553,0.33236,0.21369,0.19627,0.54966,0.57211,0.15539,0,0.19934,0.21557
N140,0.62792,0.36243,0.27177,0.21989,0.21257,0.55286,0.16134,0,0.19227,0.26207
N885,0.59421,0.4867,0.24987,0.15275,0.40842,0.69613,0.21332,0,0.14655,0.32004
C042,0.0655,0.98726,0.85628,0.80113,0.64421,0.93174,0.8059,1,0.79786,0.93173
N225,0.65984,0.17582,0.32025,0.24081,0.31357,0.22782,0.16228,0,0.21684,0.18695
N515,0.78254,0.46285,0.19095,0.11216,0.71017,0.42522,0.09534,0,0.13003,0.27095
N267,0.60144,0.30974,0.17223,0.1168,0.45215,0.48567,0.26584,0,0.11267,0.18739
C170,0.09286,0.93611,0.92592,0.85934,0.66115,0.94209,0.5192,1,0.85581,0.92622
N487,0.73612,0.5215,0.20316,0.11285,0.41676,0.51542,0.20307,0,0.10615,0.31406
N353,0.5582,0.39042,0.24698,0.20338,0.80903,0.33842,0.22061,0,0.22575,0.26718
C006,0.08897,0.88337,0.85435,0.71449,0.71558,0.87369,0.82211,1,0.7195,0.87572
N618,0.73768,0.41491,0.19563,0.17513,0.31832,0.2868,0.22893,0,0.15455,0.25418
N668,0.50884,0.50061,0.05094,0.17382,0.56174,0.32993,0.11074,0,0.17529,0.21956
N775,0.70839,0.3492,0.23027,0.11822,0.57034,0.56374,0.147,0,0.12553,0.23278
N554,0.77859,0.73994,0.09728,0.10986,0.58056,0.72375,0.14601,0,0.12058,0.37383
N576,0.87285,0.64203,0.19572,0.23401,0.14451,0.00707,0.13944,0,0.19231,0.37184
N915,0.70545,0.59621,0.19823,0.17642,0.51471,0.38831,0.16715,0,0.17449,0.34988
N466,0.5809,0.33201,0.26487,0.15645,0.42151,0.45381,0.16299,0,0.14789,0.24223
N591,0.6829,0.50302,0.28786,0.17467,0.17154,0.6104,0.15852,0,0.14572,0.34577
N765,0.53834,0.46702,0.3046,0.08053,0.38095,0.7198,0.07376,0,0.07459,0.33093
N635,0.60014,0.44685,0.27953,0.07138,0.61397,0.44731,0.18261,0,0.08242,0.31247
N838,0.60312,0.36836,0.0,0.16167,0.43421,0.32158,0.20983,0,0.1522,0.12702
N290,0.75146,0.31082,0.19156,0.16842,0.4446,0.80674,0.17014,0,0.16643,0.19327
N040,0.78815,0.48308,0.21542,0.16995,0.69133,0.23213,0.1571,0,0.18157,0.29751
N031,0.48971,0.46629,0.27881,0.13972,0.41099,0.44627,0.15538,0,0.13067,0.32121
